,GSM5444463,GSM5444460,GSM5444461,GSM5444462,GSM5444464,GSM5444465,GSM5444448,GSM5444449,GSM5444450,GSM5444451,GSM5444452,GSM5444453,GSM5444454,GSM5444455,GSM5444456,GSM5444457,GSM5444458,GSM5444459
ENSG00000284747.1,111,132,94,75,62,86,59,99,94,146,151,7,18,24,46,13,1,0
ENSG00000284716.1,24,8,0,8,10,10,6,24,21,44,27,0,0,0,0,1,1,0
ENSG00000116285.13,3579,3774,4305,4235,4527,4399,1374,1684,2090,2603,2988,39,73,29,93,84,29,14
ENSG00000238290.1,106,45,87,46,114,69,31,22,18,32,30,0,0,0,0,1,0,0
ENSG00000232848.1,9,3,22,1,13,12,4,11,5,4,7,0,0,0,0,0,0,0
ENSG00000229305.1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000227634.3,23,36,36,41,42,40,11,26,7,26,18,0,0,0,0,0,0,0
ENSG00000200975.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233645.1,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251977.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162426.14,94,73,82,96,99,80,18,38,43,62,72,0,20,61,0,17,1,0
ENSG00000252254.1,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142599.19,1271,1148,1350,1349,1967,1694,2441,2526,2199,2593,2069,146,1922,6463,2762,6113,605,139
ENSG00000232912.6,0,14,0,0,0,7,2,2,12,11,1,0,4,2,23,20,4,0
ENSG00000221083.1,12,28,25,4,44,12,13,18,10,12,20,0,7,84,0,67,8,0
ENSG00000270282.1,3,3,4,23,1,4,14,25,18,18,17,0,8,0,23,23,7,0
ENSG00000234619.1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,38,0,2,5
ENSG00000224315.2,3,0,6,0,0,14,1,16,4,9,3,17,4,0,0,18,6,21
ENSG00000222511.2,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
ENSG00000226545.1,57,45,35,19,5,16,16,35,17,20,25,0,22,14,0,70,6,0
ENSG00000228423.2,8,9,26,14,10,8,4,10,4,13,13,0,0,0,0,33,2,0
ENSG00000229716.2,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000074800.16,23136,39496,39548,38901,42606,45008,21239,25541,24658,32368,22313,313,14154,38685,21403,40945,3797,262
ENSG00000274258.1,0,2,0,0,1,7,0,0,2,2,0,0,18,0,0,0,2,0
ENSG00000230679.1,17,0,8,11,8,13,4,12,18,16,4,0,3,0,0,0,0,0
ENSG00000201725.1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0
ENSG00000238249.2,0,7,5,1,0,8,7,24,1,7,2,0,2,1,0,6,0,0
ENSG00000232208.2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
ENSG00000232663.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131686.15,12,9,0,6,24,14,8,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265141.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197241.3,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000142583.18,53,58,34,65,155,99,45,30,24,40,48,0,0,0,0,0,0,0
ENSG00000252404.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180758.12,386,404,401,343,339,288,965,1357,1231,1404,1048,23,118,251,316,506,78,6
ENSG00000228526.7,104,60,83,71,91,60,536,652,470,776,434,0,109,219,242,213,21,0
ENSG00000284357.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234546.4,12,0,0,5,0,2,16,50,39,64,48,0,6,33,81,75,0,0
ENSG00000049239.12,464,317,470,629,650,539,608,931,949,1008,978,0,374,1116,801,1282,129,37
ENSG00000171621.14,391,454,419,432,701,720,262,224,128,162,163,0,66,162,48,282,40,0
ENSG00000284652.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284693.1,1,3,0,8,0,0,0,2,4,4,4,0,0,0,0,0,0,0
ENSG00000252956.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235263.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171612.7,231,386,338,292,371,391,294,431,403,427,326,0,154,470,385,507,53,0
ENSG00000231181.1,4,13,8,13,25,18,2,6,12,13,24,0,0,38,0,13,0,0
ENSG00000188807.13,268,315,384,392,397,400,377,514,468,482,490,0,160,381,162,427,57,1
ENSG00000171608.16,73,86,195,111,132,175,65,92,55,70,78,0,3,48,66,29,1,0
ENSG00000179840.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233268.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231789.2,86,155,273,120,235,146,74,67,24,41,25,0,19,46,81,149,0,0
ENSG00000171603.18,2284,2788,2595,3337,3780,4123,6724,7757,7411,8834,6496,75,2409,5024,2867,6138,635,40
ENSG00000271264.1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,2,1,0
ENSG00000280113.2,0,0,0,0,0,1,1,5,1,8,17,0,0,0,0,2,0,0
ENSG00000178585.15,527,633,839,676,788,860,1617,1937,1778,2236,1528,14,693,1605,913,2207,194,2
ENSG00000223989.1,0,0,0,0,0,6,0,0,12,5,0,0,0,0,4,16,1,0
ENSG00000285701.1,21,20,33,27,25,47,28,58,44,38,22,0,26,57,21,122,5,7
ENSG00000162441.12,498,722,638,635,1002,816,589,826,675,747,557,0,268,716,408,816,63,8
ENSG00000228150.1,6,4,26,13,0,7,8,23,10,32,29,0,0,33,12,11,0,0
ENSG00000173614.14,163,202,159,159,116,203,46,102,90,111,59,0,62,185,60,165,27,0
ENSG00000202415.1,13,8,6,14,0,9,11,14,3,7,8,0,5,0,0,0,0,0
ENSG00000283611.2,11,12,9,17,0,13,0,20,0,5,2,0,11,65,49,34,10,4
ENSG00000265521.1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0
ENSG00000241326.1,16,14,21,8,11,17,1,1,6,7,7,0,6,1,0,17,0,0
ENSG00000162444.12,61,113,119,147,84,148,0,0,0,1,2,0,5,53,0,37,0,0
ENSG00000130939.20,638,772,1050,849,943,1045,886,894,830,927,819,47,344,742,602,884,87,10
ENSG00000224340.1,0,0,0,0,0,0,0,0,0,0,0,0,10,47,71,62,4,0
ENSG00000233623.2,6,2,0,0,0,0,0,1,0,5,6,0,3,9,0,17,0,0
ENSG00000201746.1,0,0,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0
ENSG00000054523.17,641,792,816,707,907,841,840,999,1213,1112,1001,36,200,500,826,856,90,8
ENSG00000264881.1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0
ENSG00000199562.1,14,13,18,13,12,14,16,45,5,14,18,0,1,14,21,41,1,0
ENSG00000264501.2,46,70,63,48,29,65,60,37,15,28,25,0,21,0,175,90,1,0
ENSG00000284735.1,18,16,31,17,16,14,27,33,24,38,30,0,0,16,0,47,2,0
ENSG00000284642.1,14,10,0,15,40,16,2,35,10,28,23,0,14,0,0,16,1,0
ENSG00000142657.21,3015,3323,3220,3093,3661,3765,3878,4816,4065,4721,3899,72,877,1891,1149,2183,236,29
ENSG00000271989.1,7,9,15,12,28,9,12,9,1,7,15,0,0,0,0,5,0,0
ENSG00000251503.8,148,216,96,193,302,258,199,149,89,140,185,0,43,107,112,159,17,0
ENSG00000175279.22,202,327,233,349,338,323,180,162,120,213,238,0,116,209,146,321,56,0
ENSG00000241563.3,46,86,31,78,64,68,71,60,31,47,60,0,4,22,63,54,3,0
ENSG00000160049.12,1281,1556,1556,1418,1614,1708,1081,1317,1281,1462,1081,26,245,810,303,961,75,2
ENSG00000203469.2,16,9,5,6,23,22,3,3,13,13,9,0,0,0,0,9,1,0
ENSG00000142655.13,538,503,443,501,665,639,804,783,711,853,699,3,85,636,425,481,36,0
ENSG00000287727.1,3,4,2,3,12,6,8,5,11,9,3,0,0,9,0,4,0,0
ENSG00000243267.3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130940.15,708,688,671,811,1025,913,1011,1110,1099,1085,789,19,322,1551,794,1593,180,16
ENSG00000272078.1,199,210,161,273,373,283,334,359,315,374,269,6,53,190,0,195,35,7
ENSG00000225158.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175262.14,0,0,0,0,0,0,2,14,20,35,10,0,2,0,0,30,1,0
ENSG00000215785.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0
ENSG00000120948.17,1040,1369,1561,1326,1781,1707,2007,2224,1940,2583,1810,100,666,1142,632,1636,233,143
ENSG00000277726.4,180,231,344,273,353,380,617,597,649,777,531,21,121,173,194,235,47,23
ENSG00000009724.17,0,10,14,5,0,1,22,15,11,17,34,0,13,47,0,25,3,0
ENSG00000271895.2,30,45,49,49,51,45,38,26,43,32,37,0,7,186,184,116,8,2
ENSG00000116649.10,2151,3160,2558,2516,3745,3099,3885,4194,3037,4040,3386,58,1116,3501,2305,4472,297,23
ENSG00000171824.14,647,741,736,924,1168,1077,1228,1560,1356,1801,1230,3,374,1017,611,1242,107,5
ENSG00000226849.1,59,92,112,85,116,120,142,138,121,138,82,3,22,149,239,268,18,0
ENSG00000230337.1,27,31,1,24,23,22,55,94,117,91,88,0,6,58,0,22,0,0
ENSG00000198793.13,694,886,1052,1086,1268,1228,1130,1236,1337,1349,1062,0,290,383,423,609,67,17
ENSG00000225602.5,0,1,0,3,5,0,27,7,7,1,1,0,0,0,0,0,1,0
ENSG00000253086.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171819.5,3,14,11,11,43,29,0,0,2,1,0,0,0,0,0,0,0,0
ENSG00000207451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238173.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120942.13,330,306,296,296,658,472,391,565,544,570,449,0,104,325,132,285,29,6
ENSG00000238199.1,0,2,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0
ENSG00000284646.1,0,0,0,0,8,0,0,6,10,5,1,0,0,0,0,0,0,0
ENSG00000224338.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204624.8,2,0,0,0,0,0,24,19,46,10,31,0,7,0,0,1,0,0
ENSG00000285833.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000235643.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284708.1,0,1,0,4,9,0,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000116661.11,82,211,160,170,187,150,101,155,191,168,119,0,5,34,0,135,12,0
ENSG00000132879.14,228,363,526,249,560,405,349,343,205,411,199,0,114,587,305,481,32,10
ENSG00000116663.11,68,81,64,65,25,81,275,290,355,452,291,0,80,168,56,194,13,0
ENSG00000116670.15,295,427,413,410,344,601,581,575,633,743,538,43,212,720,357,862,75,14
ENSG00000162490.7,4,1,26,2,32,9,32,14,21,13,9,0,0,36,0,22,5,0
ENSG00000177674.16,546,716,514,573,797,628,1023,1249,1059,1168,1166,0,163,414,169,668,38,0
ENSG00000215910.7,10,6,0,20,12,12,83,69,66,103,52,0,24,30,0,0,1,0
ENSG00000177553.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000177000.13,237,157,253,221,285,289,700,866,860,936,697,0,352,412,355,734,117,0
ENSG00000011021.23,233,197,212,213,219,302,239,300,178,369,222,0,109,374,139,415,24,5
ENSG00000276470.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278852.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175206.10,5,2,11,0,0,1,0,0,2,0,0,0,3,0,0,8,0,0
ENSG00000275915.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120937.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224904.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285646.2,5,18,22,4,12,19,0,11,1,12,5,0,8,15,0,26,0,0
ENSG00000199347.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201801.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116685.16,1204,2031,1833,2020,2391,2296,1323,1991,1642,2248,1553,29,591,2246,1456,2270,177,11
ENSG00000083444.17,1945,3925,2727,3720,4944,4748,2938,3396,3236,3957,3343,11,757,2790,1881,2033,190,15
ENSG00000287384.1,0,1,4,4,0,3,0,4,2,2,13,0,0,8,0,1,0,0
ENSG00000116688.17,1271,1397,1579,1735,1838,1815,2064,2386,2593,2884,2148,16,457,824,376,1052,130,0
ENSG00000270914.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000116691.11,458,606,744,466,715,676,430,466,388,592,426,9,186,394,258,536,52,0
ENSG00000202461.1,0,5,0,6,0,0,0,7,3,3,1,0,0,0,45,0,0,0
ENSG00000276869.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000243539.3,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000120949.15,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201135.1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227875.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285604.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283789.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000028137.19,24,4,26,10,0,1,0,0,0,1,0,0,46,26,0,15,3,0
ENSG00000263676.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225196.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252969.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000048707.15,657,868,675,892,899,821,815,961,1078,1068,875,13,379,957,365,1075,67,0
ENSG00000239149.1,5,1,13,28,14,3,6,4,2,10,4,0,3,0,0,2,0,0
ENSG00000229484.1,0,0,0,2,15,0,0,0,0,0,0,0,0,0,47,0,0,0
ENSG00000162496.9,128,75,87,35,69,42,92,211,313,298,487,23,510,1439,1044,1213,82,15
ENSG00000221340.1,0,0,0,0,0,0,0,3,4,1,0,0,2,0,0,24,2,0
ENSG00000276830.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000272482.1,0,0,0,0,0,0,5,0,0,4,9,0,4,0,0,0,0,0
ENSG00000204518.2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
ENSG00000226166.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188984.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157330.10,12,1,0,0,22,14,5,1,2,9,5,0,5,0,4,4,0,0
ENSG00000116726.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116721.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228338.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239810.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231103.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179172.9,1,4,2,1,0,1,2,2,1,0,0,0,0,2,0,0,0,0
ENSG00000120952.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243073.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187545.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204510.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207434.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234064.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232423.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274178.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274764.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277058.2,0,0,0,0,1,2,1,6,0,0,1,0,0,0,0,0,0,0
ENSG00000229571.7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000277862.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236179.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275774.3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000229978.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233336.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280267.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179412.10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204505.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279169.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279804.2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250894.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270601.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231219.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207511.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182330.10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237700.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204501.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228229.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204481.8,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204480.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204479.4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204478.9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162494.6,5,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259961.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215909.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162493.16,0,1,0,0,0,2,0,0,2,2,0,0,0,0,37,29,0,0
ENSG00000222952.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237445.2,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253085.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116731.22,624,620,670,562,786,720,1006,1207,986,1040,883,26,314,1130,857,1567,188,6
ENSG00000189337.17,737,801,678,732,843,860,207,171,229,231,233,0,112,233,203,378,27,6
ENSG00000252151.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231606.2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234593.3,1,7,0,9,2,6,19,19,8,11,18,0,0,0,0,21,3,0
ENSG00000235829.1,0,0,1,0,0,0,0,0,0,0,0,13,6,0,0,4,0,16
ENSG00000287756.1,1,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175147.13,71,91,114,88,149,113,39,57,80,92,53,0,13,0,21,55,2,1
ENSG00000171729.14,174,258,263,158,188,255,322,321,345,387,332,0,53,174,61,176,6,0
ENSG00000204464.7,3,6,0,16,18,12,11,16,22,19,24,0,0,0,0,7,1,0
ENSG00000215720.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000278480.1,0,2,0,0,0,0,8,3,2,2,1,0,0,0,0,0,1,3
ENSG00000142621.19,13,7,19,6,18,10,114,69,105,141,87,0,11,49,0,41,13,0
ENSG00000233485.1,5,3,2,0,6,5,31,15,40,38,11,0,3,0,0,14,0,0
ENSG00000236045.1,0,0,0,0,0,5,9,13,10,8,4,0,0,0,0,0,0,0
ENSG00000228140.2,0,7,0,0,15,0,0,4,0,1,4,0,0,0,0,0,3,0
ENSG00000142634.13,427,397,511,450,706,565,288,420,393,499,357,139,286,780,728,910,88,78
ENSG00000162438.12,1,2,0,2,0,0,0,0,0,3,5,10,0,44,0,5,0,0
ENSG00000142615.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000215704.10,0,0,5,0,0,4,13,6,0,6,4,0,3,0,0,3,0,0
ENSG00000132906.18,133,85,102,160,159,127,124,124,164,238,123,0,78,234,286,175,16,0
ENSG00000116138.13,108,192,210,157,182,184,314,289,340,315,326,0,95,266,45,281,41,0
ENSG00000251866.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272510.1,0,0,0,0,0,6,0,17,10,0,0,0,2,0,0,3,0,0
ENSG00000116771.6,34,55,30,37,39,42,46,129,77,96,121,0,27,46,36,128,7,0
ENSG00000237301.1,3,0,0,1,0,0,9,25,5,6,3,0,7,28,0,10,3,0
ENSG00000235084.3,44,52,63,64,66,69,73,117,73,109,59,0,24,110,85,168,3,0
ENSG00000252417.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000236500.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197312.12,776,887,925,961,870,932,1116,1232,1148,1067,970,20,664,1574,747,2374,242,24
ENSG00000215695.1,31,15,68,82,61,52,86,109,104,77,52,0,39,25,0,25,8,0
ENSG00000271742.1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,9,0,0
ENSG00000116786.13,665,854,1046,870,959,1047,1100,1367,1170,1432,1094,9,378,1040,554,984,134,5
ENSG00000237938.5,59,65,39,28,15,53,29,46,54,68,51,0,29,109,0,54,5,0
ENSG00000162461.8,30,18,26,26,36,38,16,58,11,36,10,10,21,54,0,84,0,0
ENSG00000224459.1,0,0,0,0,0,0,1,1,0,1,6,0,0,0,0,0,0,0
ENSG00000162460.7,0,0,0,0,0,0,0,5,2,7,5,0,0,0,0,0,0,0
ENSG00000162458.13,1366,1191,1773,1214,1426,1718,624,647,454,623,486,27,547,1872,1499,1928,168,14
ENSG00000224321.1,15,17,6,19,13,8,2,15,5,19,6,0,11,18,7,21,0,0
ENSG00000233954.6,1439,1938,1831,2143,2417,1886,1289,1413,1136,1556,1144,12,426,1115,751,1533,76,9
ENSG00000178715.8,581,704,592,693,909,751,958,1067,998,1400,1058,28,57,275,34,317,17,17
ENSG00000179743.4,76,49,69,82,145,89,191,161,147,195,130,4,58,211,115,163,7,0
ENSG00000065526.12,781,731,757,729,930,980,1620,1459,1599,1708,1386,73,714,2030,1928,3138,392,89
ENSG00000270620.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000116809.11,386,414,448,489,700,565,506,614,499,662,578,27,230,865,206,624,98,7
ENSG00000234607.2,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0
ENSG00000231353.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275503.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224966.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183888.4,49,37,4,20,17,26,55,40,40,55,29,0,5,32,0,10,3,0
ENSG00000233078.1,8,8,0,2,0,2,13,6,10,7,9,0,0,21,0,0,0,0
ENSG00000173641.17,0,0,0,0,0,0,26,41,19,25,23,0,36,0,0,67,0,0
ENSG00000186510.12,1,4,0,0,0,6,5,9,2,9,10,0,5,36,0,27,2,0
ENSG00000232456.1,0,2,1,1,7,5,2,0,0,0,0,0,0,29,7,0,0,0
ENSG00000184908.17,3,6,5,0,6,15,0,9,8,17,2,0,0,0,60,0,1,0
ENSG00000185519.9,75,57,67,77,77,139,17,18,15,15,13,0,38,207,67,131,10,0
ENSG00000142627.13,511,174,324,308,431,335,146,203,162,194,160,25,291,596,279,467,77,25
ENSG00000227959.1,25,13,0,13,18,19,0,2,7,1,2,0,8,0,0,5,0,0
ENSG00000224621.1,23,1,9,1,19,9,0,7,0,1,0,0,11,43,0,16,3,0
ENSG00000234166.1,13,40,29,28,25,29,0,7,10,8,4,0,11,27,31,84,5,0
ENSG00000142632.17,506,1036,1170,1065,1189,1208,610,875,839,1146,698,0,243,688,513,688,60,0
ENSG00000237276.8,57,48,49,48,49,47,146,60,55,52,46,4,9,81,28,24,1,0
ENSG00000288398.1,132,108,148,91,67,158,154,207,149,201,147,0,34,0,56,54,6,0
ENSG00000132881.12,54,22,73,61,81,71,112,121,145,142,71,0,11,0,0,27,0,0
ENSG00000233929.1,8,4,19,5,1,12,0,9,2,6,2,3,14,10,41,26,22,20
ENSG00000037637.11,296,470,450,429,492,604,583,650,718,818,636,34,220,733,435,689,63,0
ENSG00000055070.17,1254,1649,1834,1814,2298,2211,1985,2617,2558,3028,2302,170,1143,2045,1287,2044,390,105
ENSG00000226457.1,16,18,25,19,1,21,6,7,6,12,19,118,16,1,125,24,54,91
ENSG00000187144.11,147,275,252,290,500,317,323,405,338,517,358,15,181,273,301,189,25,0
ENSG00000157191.20,723,677,926,924,965,996,994,1169,1276,1293,1060,10,288,562,461,619,75,0
ENSG00000226029.1,35,46,19,29,18,46,54,90,61,64,39,0,4,42,107,99,0,0
ENSG00000080947.15,17,61,49,28,59,56,70,99,78,77,67,0,29,68,21,51,7,0
ENSG00000206652.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000261135.1,26,20,14,28,9,29,35,55,33,31,23,0,0,38,0,28,7,0
ENSG00000285853.1,21,27,5,35,10,40,37,63,28,32,28,0,0,38,0,30,7,0
ENSG00000224174.2,0,6,0,10,0,14,8,17,3,12,8,0,0,0,0,3,0,0
ENSG00000233421.4,12,5,3,0,0,2,9,22,49,22,12,0,0,0,0,3,0,0
ENSG00000277344.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225710.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000219481.10,266,405,321,222,546,419,438,465,479,483,419,0,159,295,321,481,48,5
ENSG00000271732.1,0,4,0,0,0,4,0,0,1,2,4,0,13,0,0,6,0,0
ENSG00000215908.10,376,419,425,432,594,517,580,671,586,855,477,9,278,964,495,877,87,0
ENSG00000283773.1,5,13,0,5,5,3,6,18,9,14,1,0,3,1,0,17,8,0
