,p.val,q.val,set.size
WP_PILOCYTIC_ASTROCYTOMA,0.570012609286214,0.973915033168912,6
MORF_PRKAR1A,0.570099675043557,0.973915033168912,143
GSE11961_FOLLICULAR_BCELL_VS_MEMORY_BCELL_DAY7_UP,0.570111603866154,0.973915033168912,181
PID_SYNDECAN_3_PATHWAY,0.570118670411252,0.973915033168912,13
HP_CORNEAL_SCARRING,0.570212591366165,0.973915033168912,11
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS,0.570370617938826,0.973915033168912,8
HP_ABNORMAL_BRAINSTEM_MRI_SIGNAL_INTENSITY,0.570382867457555,0.973915033168912,39
GO_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE,0.570432451881229,0.973915033168912,12
REACTOME_MRNA_SPLICING,0.570492860090359,0.973915033168912,188
GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.570517976045236,0.973915033168912,62
GO_CELLULAR_RESPONSE_TO_POTASSIUM_ION,0.570538089658503,0.973915033168912,8
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR,0.570549769370477,0.973915033168912,21
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS,0.570595549352184,0.973915033168912,11
MIR3150A_3P,0.570617224511671,0.973915033168912,87
HP_HEMIATROPHY,0.570625812535238,0.973915033168912,4
CTGAGCC_MIR24,0.570631230362637,0.973915033168912,211
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP,0.570640308266756,0.973915033168912,307
HP_APLASIA_HYPOPLASIA_OF_THE_FEMUR,0.570647679434355,0.973915033168912,43
GO_MIDGUT_DEVELOPMENT,0.570664012402631,0.973915033168912,7
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_DN,0.57073501717747,0.973915033168912,147
GSE3982_EOSINOPHIL_VS_TH1_UP,0.570813494901072,0.973915033168912,160
REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,0.570825694834463,0.973915033168912,5
GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,0.57086425395364,0.973915033168912,80
HP_HOARSE_CRY,0.570907381154106,0.973915033168912,4
MODULE_42,0.57091606346873,0.973915033168912,25
REACTOME_PRE_NOTCH_PROCESSING_IN_THE_ENDOPLASMIC_RETICULUM,0.570950345268589,0.973915033168912,6
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_NOSE,0.57095413834677,0.973915033168912,81
GO_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY,0.570960445813046,0.973915033168912,4
GO_PROTEIN_PHOSPHATASE_2B_BINDING,0.570985509616645,0.973915033168912,6
GO_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX,0.570991130804395,0.973915033168912,9
GO_NUCLEOBASE_CATABOLIC_PROCESS,0.570997040109591,0.973915033168912,3
HP_BROAD_NECK,0.571054460905881,0.973915033168912,19
MIR4649_3P,0.571057126676868,0.973915033168912,176
GO_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,0.57107250850189,0.973915033168912,19
HP_TERATOMA,0.57108405821769,0.973915033168912,10
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2_BINDING,0.571125902047522,0.973915033168912,6
HP_UVEAL_ECTROPION,0.571155366046473,0.973915033168912,6
GO_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.571186903458619,0.973915033168912,58
HP_MUSCLE_FIBRILLATION,0.571252458587355,0.973915033168912,28
GO_L_ASCORBIC_ACID_BINDING,0.571311949510546,0.973915033168912,19
ALFANO_MYC_TARGETS,0.571346565025503,0.973915033168912,226
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,0.571379756636259,0.973915033168912,12
INGA_TP53_TARGETS,0.571425554906629,0.973915033168912,15
MCRS1_TARGET_GENES,0.571440111447187,0.973915033168912,38
GO_RESPONSE_TO_ERYTHROPOIETIN,0.571464192598085,0.973915033168912,6
GO_REGULATION_OF_AMYLOID_BETA_FORMATION,0.57147171409237,0.973915033168912,30
GO_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS,0.571542058617476,0.973915033168912,7
GO_SPECIFIC_GRANULE,0.571598385435185,0.973915033168912,129
GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.571638749043587,0.973915033168912,56
GHANDHI_BYSTANDER_IRRADIATION_DN,0.571653054853908,0.973915033168912,12
GTACAGG_MIR486,0.571658561655945,0.973915033168912,51
GNF2_PPP6C,0.571674793919206,0.973915033168912,39
chrXq28,0.571686399024537,0.973915033168912,103
HP_EXAGGERATED_CUPID_S_BOW,0.571748681119885,0.973915033168912,8
GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP,0.571752235808123,0.973915033168912,131
GO_METANEPHROS_MORPHOGENESIS,0.571761909878145,0.973915033168912,20
GO_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.57181534700066,0.973915033168912,3
HP_ALOPECIA_UNIVERSALIS,0.571830708002124,0.973915033168912,5
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN,0.571841023346104,0.973915033168912,161
MIR6769B_5P,0.571843919821242,0.973915033168912,64
GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,0.571856466227694,0.973915033168912,122
GO_PEPTIDYL_THREONINE_DEPHOSPHORYLATION,0.571868003157615,0.973915033168912,22
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY,0.571906262057119,0.973915033168912,166
HP_UNDETECTABLE_LIGHT_AND_DARK_ADAPTED_ELECTRORETINOGRAM,0.571944388214582,0.973915033168912,7
ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF,0.571977663261457,0.973915033168912,42
YOSHIMURA_MAPK8_TARGETS_DN,0.572003026384138,0.973915033168912,325
HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND,0.572012250897596,0.973915033168912,12
MIR1245B_5P,0.572043622914402,0.973915033168912,52
HP_FACIAL_ERYTHEMA,0.572055917192786,0.973915033168912,5
GO_AXOLEMMA,0.572068947123563,0.973915033168912,11
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_UP,0.572074284053526,0.973915033168912,177
TGTYNNNNNRGCARM_UNKNOWN,0.572113878114601,0.973915033168912,69
GO_PROTEIN_HYDROXYLATION,0.572124041950051,0.973915033168912,27
MIR147B_3P,0.572190112114556,0.973915033168912,6
HP_ERYTHROID_HYPOPLASIA,0.572222813084228,0.973915033168912,7
GO_RESPONSE_TO_AMINE,0.572236990068466,0.973915033168912,33
GO_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL,0.572276468694424,0.973915033168912,59
CASTELLANO_HRAS_TARGETS_DN,0.572287545540191,0.973915033168912,5
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME,0.572288337895931,0.973915033168912,8
REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.572289778135399,0.973915033168912,31
EGR3_01,0.572296615421744,0.973915033168912,69
GO_SCHMIDT_LANTERMAN_INCISURE,0.572396857563018,0.973915033168912,10
MIR6814_5P,0.572398174423572,0.973915033168912,99
REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3,0.57242422497467,0.973915033168912,5
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_UP,0.572456137402755,0.973915033168912,162
HP_DECREASED_CIRCULATING_CORTISOL_LEVEL,0.572474502067842,0.973915033168912,22
GO_OXALATE_TRANSPORT,0.572524986095996,0.973915033168912,6
GO_OXALATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.572524986095996,0.973915033168912,6
GO_NEUROPEPTIDE_BINDING,0.572561872511969,0.973915033168912,9
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,0.572640714390219,0.973915033168912,20
GO_POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR,0.572647413458788,0.973915033168912,4
HP_FLATTENED_EPIPHYSIS,0.572728173778995,0.973915033168912,20
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,0.572774369354915,0.973915033168912,55
GO_REGULATION_OF_CAVEOLIN_MEDIATED_ENDOCYTOSIS,0.572830936359807,0.973915033168912,7
GO_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX,0.572841895613044,0.973915033168912,5
chr9q31,0.572868663584187,0.973915033168912,47
GO_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,0.572889254487475,0.973915033168912,14
GO_NEURON_MATURATION,0.572944513220484,0.973915033168912,35
GO_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT,0.5729627876473,0.973915033168912,18
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_29,0.572984889778395,0.973915033168912,7
HP_HEPATIC_ENCEPHALOPATHY,0.573020638863275,0.973915033168912,4
HP_AUTOIMMUNE_THROMBOCYTOPENIA,0.573040002804711,0.973915033168912,31
BIOCARTA_TOB1_PATHWAY,0.573075537394104,0.973915033168912,11
GO_CELLULAR_RESPONSE_TO_ISOQUINOLINE_ALKALOID,0.573146516593918,0.973915033168912,2
HP_ABNORMALITY_OF_ABDOMINAL_SITUS,0.573154541961245,0.973915033168912,7
HP_BROAD_COLUMELLA,0.573163631580668,0.973915033168912,11
GO_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA,0.57321323688839,0.973915033168912,16
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN,0.573214266314646,0.973915033168912,155
GO_REGULATION_OF_CHROMATIN_BINDING,0.57322262362066,0.973915033168912,20
HP_OPTIC_NEURITIS,0.573295584141232,0.973915033168912,11
GO_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,0.573352290163846,0.973915033168912,17
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP,0.573383568198556,0.973915033168912,63
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP,0.573399767132799,0.973915033168912,304
MIR3151_3P,0.573438357843343,0.973915033168912,35
ATAGGAA_MIR202,0.57344241613665,0.973915033168912,96
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION,0.573475622733812,0.973915033168912,7
GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP,0.573534542586366,0.973915033168912,164
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION,0.573600464043939,0.973915033168912,29
GO_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY,0.573615263736185,0.973915033168912,13
MIR6769A_5P,0.573649035026363,0.973915033168912,38
GO_REGULATION_OF_IRON_ION_TRANSMEMBRANE_TRANSPORT,0.573685743505907,0.973915033168912,2
GO_PROTEIN_PROCESSING,0.57370157542888,0.973915033168912,170
GO_REGULATION_OF_MICROTUBULE_MOTOR_ACTIVITY,0.573704246127479,0.973915033168912,10
GO_REGULATION_OF_HISTONE_H3_K4_METHYLATION,0.573722278119001,0.973915033168912,26
HP_ABNORMAL_CORNEAL_ENDOTHELIUM_MORPHOLOGY,0.573773603747115,0.973915033168912,9
MIR451B,0.573774125329258,0.973915033168912,142
HP_INCREASED_DENSITY_OF_LONG_BONES,0.573778662650334,0.973915033168912,8
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_UP,0.573779898075502,0.973915033168912,187
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_48H_DN,0.573896900290705,0.973915033168912,181
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,0.573929283600382,0.973915033168912,2
GO_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_ACTIVITY,0.573929283600382,0.973915033168912,2
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS,0.573929283600382,0.973915033168912,2
HP_LOWER_LIMB_UNDERGROWTH,0.573970096658378,0.973915033168912,7
HP_THORACOLUMBAR_SCOLIOSIS,0.573974706596639,0.973915033168912,20
BIOCARTA_WNT_LRP6_PATHWAY,0.574059409400452,0.973915033168912,3
MIR10396A_3P_MIR10396B_3P,0.574105001409407,0.973915033168912,5
HP_ABNORMAL_VISUAL_FIELD_TEST,0.574167983345373,0.973915033168912,15
MIR6756_5P,0.574176063680522,0.973915033168912,211
MIR1243,0.574197596036952,0.973915033168912,49
HP_LOCALIZED_SKIN_LESION,0.574203988756086,0.973915033168912,660
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_DN,0.574210507143686,0.973915033168912,113
GO_CHONDROITIN_SULFATE_BINDING,0.57423919241695,0.973915033168912,9
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS,0.574256525132651,0.973915033168912,14
PAX3_B,0.574265721740782,0.973915033168912,78
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN,0.574280888518068,0.973915033168912,142
REACTOME_MAPK3_ERK1_ACTIVATION,0.574286937165792,0.973915033168912,9
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN,0.574390870208715,0.973915033168912,159
HP_ABNORMAL_CARDIAC_SEPTUM_MORPHOLOGY,0.574404960946882,0.973915033168912,485
HP_ABNORMALITY_OF_SALIVATION,0.574442685230307,0.973915033168912,137
TDRD3_TARGET_GENES,0.574456314403085,0.973915033168912,5
ZNF626_TARGET_GENES,0.5744598170919,0.973915033168912,10
GSE557_CIITA_KO_VS_I_AB_KO_DC_UP,0.574470272701546,0.973915033168912,175
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_2,0.574491043813473,0.973915033168912,8
GO_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION,0.574498310490932,0.973915033168912,7
GO_CYCLIC_NUCLEOTIDE_BINDING,0.574586567962614,0.973915033168912,26
MIR940,0.574595476076357,0.973915033168912,156
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH,0.574598186455157,0.973915033168912,23
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR,0.574618143477542,0.973915033168912,40
MIR943,0.57466966518556,0.973915033168912,43
BIOCARTA_GHRELIN_PATHWAY,0.574700496194957,0.973915033168912,8
GO_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS,0.574720681084789,0.973915033168912,18
GO_NEURON_NEURON_SYNAPTIC_TRANSMISSION,0.574732751528945,0.973915033168912,6
GO_IRON_IMPORT_INTO_CELL,0.574742032899481,0.973915033168912,7
GO_POSITIVE_REGULATION_OF_CARDIOBLAST_DIFFERENTIATION,0.574861204864422,0.973915033168912,4
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_DN,0.574923350313365,0.973915033168912,191
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,0.574983752653411,0.973915033168912,14
HP_BEADED_RIBS,0.574994382350312,0.973915033168912,6
PETRETTO_LEFT_VENTRICLE_MASS_QTL_CIS_UP,0.575025117534442,0.973915033168912,6
WEBER_METHYLATED_HCP_IN_FIBROBLAST_UP,0.575037134507161,0.973915033168912,5
WP_NUCLEAR_RECEPTORS_METAPATHWAY,0.575076411624551,0.973915033168912,243
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_UP,0.575093173331308,0.973915033168912,167
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION,0.575103391773615,0.973915033168912,8
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.575121123946574,0.973915033168912,49
chr2p22,0.575148103518019,0.973915033168912,47
GO_TYPE_II_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING,0.575174592629306,0.973915033168912,8
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY,0.575221966787675,0.973915033168912,9
HP_ABNORMAL_ALDOLASE_LEVEL,0.575235827892472,0.973915033168912,18
GO_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.57527610893156,0.973915033168912,88
VALK_AML_CLUSTER_16,0.575284313858415,0.973915033168912,22
GO_REGULATION_OF_CHLORIDE_TRANSPORT,0.575309894044034,0.973915033168912,7
MIR4528,0.575315353152391,0.973915033168912,184
HP_DILATATION_OF_THE_VENTRICULAR_CAVITY,0.575328614779118,0.973915033168912,5
GO_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION,0.575367090896446,0.973915033168912,15
OHM_METHYLATED_IN_ADULT_CANCERS,0.575377891325291,0.973915033168912,21
GO_POSITIVE_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY,0.575483840300905,0.973915033168912,6
GSE17721_LPS_VS_CPG_6H_BMDC_DN,0.575512741350319,0.973915033168912,176
WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY,0.575523870895791,0.973915033168912,72
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0.575532574067643,0.973915033168912,72
GO_SPINAL_CORD_DEVELOPMENT,0.575550621591303,0.973915033168912,74
GO_PROTEIN_KINASE_C_ACTIVITY,0.575567096759728,0.973915033168912,13
GO_REGULATION_OF_RIBONUCLEASE_ACTIVITY,0.575586466445243,0.973915033168912,9
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_6H_DN,0.575587483877982,0.973915033168912,177
GO_POSITIVE_REGULATION_OF_ERAD_PATHWAY,0.575607956451276,0.973915033168912,15
GO_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,0.575689258693468,0.973915033168912,265
WU_HBX_TARGETS_2_DN,0.575696587428702,0.973915033168912,13
GO_FREE_UBIQUITIN_CHAIN_POLYMERIZATION,0.575789388284852,0.973915033168912,6
GO_RETINAL_METABOLIC_PROCESS,0.575803884123087,0.973915033168912,12
GSE42724_NAIVE_VS_MEMORY_BCELL_UP,0.575811715184388,0.973915033168912,166
HP_ABNORMAL_CIRCLE_OF_WILLIS_MORPHOLOGY,0.575825266468546,0.973915033168912,5
PID_ARF6_PATHWAY,0.575835197239521,0.973915033168912,30
GO_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.575842728735185,0.973915033168912,7
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED,0.575854843127016,0.973915033168912,35
GO_CCR2_CHEMOKINE_RECEPTOR_BINDING,0.575913498279964,0.973915033168912,2
GO_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.575966484623711,0.973915033168912,10
GO_DERMATAN_SULFATE_METABOLIC_PROCESS,0.576069568491853,0.973915033168912,10
chr2p12,0.57607829303557,0.973915033168912,8
GNF2_CASP8,0.576120032380353,0.973915033168912,21
HP_FLARED_NOSTRILS,0.57612971048668,0.973915033168912,5
HP_CHONDROCALCINOSIS,0.576208596490063,0.973915033168912,14
OHASHI_AURKB_TARGETS,0.576252975834887,0.973915033168912,8
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_DN,0.576278514301189,0.973915033168912,164
WP_ENDODERM_DIFFERENTIATION,0.576302740463141,0.973915033168912,120
GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.576314285824507,0.973915033168912,20
GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_DN,0.576315088849711,0.973915033168912,183
MIR5703,0.576344948794019,0.973915033168912,144
HUTTMANN_B_CLL_POOR_SURVIVAL_DN,0.576367306361045,0.973915033168912,53
CHIN_BREAST_CANCER_COPY_NUMBER_UP,0.576376981228306,0.973915033168912,23
GO_HISTONE_H4_DEACETYLATION,0.576388916034246,0.973915033168912,11
REACTOME_UREA_CYCLE,0.576397780568195,0.973915033168912,7
GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,0.57644137387754,0.973915033168912,249
GO_CARDIOBLAST_PROLIFERATION,0.576453112213905,0.973915033168912,7
BIOCARTA_MHC_PATHWAY,0.576477401551964,0.973915033168912,12
MIR4758_3P,0.576520360956145,0.973915033168912,45
MIR5699_3P,0.576527791812532,0.973915033168912,59
GO_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING,0.576533324932669,0.973915033168912,4
MIR644A,0.576585132650153,0.973915033168912,52
MARSON_FOXP3_TARGETS_STIMULATED_UP,0.576622010010075,0.973915033168912,18
GO_REGULATION_OF_RUFFLE_ASSEMBLY,0.576636149701241,0.973915033168912,26
HP_PROLONGED_BLEEDING_AFTER_DENTAL_EXTRACTION,0.576642840567118,0.973915033168912,7
GO_CELLULAR_WATER_HOMEOSTASIS,0.576657442166103,0.973915033168912,4
MODULE_249,0.576658698151813,0.973915033168912,18
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY,0.576681941961651,0.973915033168912,40
HP_CRANIOFACIAL_HYPEROSTOSIS,0.576737596392054,0.973915033168912,28
GO_CELLULAR_RESPONSE_TO_NITROSATIVE_STRESS,0.576740459360464,0.973915033168912,5
GO_G_PROTEIN_BETA_SUBUNIT_BINDING,0.576777995536804,0.973915033168912,13
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY,0.576778378844772,0.973915033168912,32
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,0.576792413298525,0.973915033168912,13
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.576804259968141,0.973915033168912,71
GO_THYROID_HORMONE_MEDIATED_SIGNALING_PATHWAY,0.576816383832649,0.973915033168912,5
GO_STORE_OPERATED_CALCIUM_ENTRY,0.576825920092979,0.973915033168912,15
GO_UBIQUITIN_SPECIFIC_PROTEASE_BINDING,0.576829611992249,0.973915033168912,18
GO_NEGATIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE,0.576831806890323,0.973915033168912,2
GO_MOLTING_CYCLE,0.576840404277551,0.973915033168912,91
GO_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION,0.576846116304774,0.973915033168912,8
SESTO_RESPONSE_TO_UV_C0,0.576854309861622,0.973915033168912,107
MIR4999_3P,0.576859510155155,0.973915033168912,32
WP_MITOCHONDRIAL_CIII_ASSEMBLY,0.576860035605196,0.973915033168912,16
GO_KINASE_INHIBITOR_ACTIVITY,0.576861169120706,0.973915033168912,65
WP_SIMPLIFIED_DEPICTION_OF_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY,0.576869442499931,0.973915033168912,13
GO_DORSAL_VENTRAL_AXIS_SPECIFICATION,0.576890143188075,0.973915033168912,10
HP_CONGENITAL_MALFORMATION_OF_THE_GREAT_ARTERIES,0.57689693529319,0.973915033168912,285
GO_DESMOSOME,0.576907458270731,0.973915033168912,23
GO_HORMONE_METABOLIC_PROCESS,0.576920649784926,0.973915033168912,151
MIR5687,0.576926982868047,0.973915033168912,15
HP_SMALL_CEREBRAL_CORTEX,0.576929782540088,0.973915033168912,8
HP_ORAL_CAVITY_BLEEDING,0.576940559548754,0.973915033168912,17
MORF_BMPR2,0.576964082597082,0.973915033168912,38
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_UP,0.576966721081013,0.973915033168912,182
chr1q24,0.576972498328369,0.973915033168912,51
REACTOME_DISEASES_OF_GLYCOSYLATION,0.577017012902849,0.973915033168912,117
HP_SCARRING,0.577042192042199,0.973915033168912,122
GO_U4_SNRNP,0.577058376353106,0.973915033168912,11
GO_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE,0.577117969492761,0.973915033168912,17
HP_THORACIC_HYPOPLASIA,0.577121109541051,0.973915033168912,108
GO_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,0.577230234582024,0.973915033168912,44
GO_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION,0.577236409623088,0.973915033168912,8
HSF_Q6,0.577262296168958,0.973915033168912,168
GSE360_L_DONOVANI_VS_T_GONDII_DC_DN,0.57729480972456,0.973915033168912,164
HP_SMALL_BASAL_GANGLIA,0.577323305068049,0.973915033168912,11
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SECRETION,0.577351484232112,0.973915033168912,17
GO_PLATELET_DENSE_GRANULE_LUMEN,0.577352557559117,0.973915033168912,9
GO_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX,0.577387861937381,0.973915033168912,51
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_UP,0.577410288817768,0.973915033168912,33
GO_SPERMATOGENESIS_EXCHANGE_OF_CHROMOSOMAL_PROTEINS,0.57741634651492,0.973915033168912,4
MIR6833_5P,0.57742361310496,0.973915033168912,108
MIR6853_5P,0.577427070359533,0.973915033168912,6
MIR134_3P,0.577439025001878,0.973915033168912,74
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_,0.577440058512858,0.973915033168912,16
GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP,0.577462152730841,0.973915033168912,175
GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN,0.577479739914764,0.973915033168912,155
GO_MULTIVESICULAR_BODY,0.577488216352802,0.973915033168912,50
HP_CEREBRAL_BERRY_ANEURYSM,0.577489989036326,0.973915033168912,6
MIR7110_5P,0.577493148719181,0.973915033168912,142
TCTGATC_MIR383,0.577504243677915,0.973915033168912,44
HP_PATELLAR_SUBLUXATION,0.57750436597231,0.973915033168912,5
GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_DN,0.577523075693824,0.973915033168912,126
GO_PHAGOSOME_ACIDIFICATION,0.577533882280261,0.973915033168912,24
LUI_THYROID_CANCER_CLUSTER_2,0.577562694911669,0.973915033168912,40
MIR7849_3P,0.577583480635081,0.973915033168912,102
chr1p31,0.577629474624994,0.973915033168912,78
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3,0.577654447769119,0.973915033168912,187
HP_HYPOPLASTIC_FACIAL_BONES,0.577732231437658,0.973915033168912,39
GO_SEX_CHROMATIN,0.577798327827504,0.973915033168912,6
GO_CHOLINE_CATABOLIC_PROCESS,0.577811618981687,0.973915033168912,5
REACTOME_CHOLINE_CATABOLISM,0.577811618981687,0.973915033168912,5
GO_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_1_SIGNALING_PATHWAY,0.577919390559623,0.973915033168912,3
MODULE_354,0.577947475222634,0.973915033168912,9
HP_SINUS_TACHYCARDIA,0.577950526824755,0.973915033168912,23
